"Basis","Org_Code","Parent_Org","Org_Name","Standard_or_Item","Cancer_Type","Referral_Route_or_Stage","Treatment_Modality","Total","Within","After","Performance","Within_14_days","In_15_to_28_days","In_29_to_42_days","In_43_to_62_days","After_62_days","Within_31_days","In_32_to_38_days","In_39_to_48_days","In_49_to_62_days","In_63_to_76_days","In_77_to_90_days","In_91_to_104_days","After_104_days","In_15_to_16_days","In_17_to_21_days","In_22_to_28_days","After_28_days"
"Provider","Total","England","Total","FDS","Suspected upper gastrointestinal cancer","URGENT SUSPECTED CANCER",,18141,14373,3768,0.792293,8755,5618,1963,1135,670,0,0,0,0,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","ALL STAGES","ALL MODALITIES",54442,50505,3937,0.927684,0,0,0,0,722,50505,1440,1082,693,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","ALL STAGES","Surgery",20471,17946,2525,0.876654,0,0,0,0,451,17946,915,701,458,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","ALL STAGES","Radiotherapy",11213,10097,1116,0.900472,0,0,0,0,223,10097,397,307,189,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","ALL STAGES","Anti-cancer drug regimen",16320,16130,190,0.988357,0,0,0,0,13,16130,100,47,30,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","ALL STAGES","Other",6438,6332,106,0.983535,0,0,0,0,35,6332,28,27,16,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","Subsequent","Anti-cancer drug regimen",10125,9984,141,0.986074,0,0,0,0,10,9984,77,33,21,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","Subsequent","ALL MODALITIES",25281,23289,1992,0.921205,0,0,0,0,448,23289,663,526,355,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","Subsequent","Surgery",5148,4329,819,0.840909,0,0,0,0,212,4329,252,205,150,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","First Treatment","Anti-cancer drug regimen",6195,6146,49,0.99209,0,0,0,0,3,6146,23,14,9,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","First Treatment","ALL MODALITIES",29161,27216,1945,0.933301,0,0,0,0,274,27216,777,556,338,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","First Treatment","Other",5806,5767,39,0.993282,0,0,0,0,6,5767,10,14,9,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","Subsequent","Radiotherapy",9376,8411,965,0.897077,0,0,0,0,197,8411,316,275,177,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","First Treatment","Surgery",15323,13617,1706,0.888664,0,0,0,0,239,13617,663,496,308,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","First Treatment","Radiotherapy",1837,1686,151,0.9178,0,0,0,0,26,1686,81,32,12,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","ALL CANCERS","Subsequent","Other",632,565,67,0.893987,0,0,0,0,29,565,18,13,7,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Gynaecological","ALL STAGES","ALL MODALITIES",2565,2381,184,0.928265,0,0,0,0,16,2381,79,61,28,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Haematological - Lymphoma","ALL STAGES","ALL MODALITIES",1768,1719,49,0.972285,0,0,0,0,0,1719,23,19,7,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Urological - Other (a)","ALL STAGES","ALL MODALITIES",2937,2572,365,0.875723,0,0,0,0,94,2572,97,100,74,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Upper Gastrointestinal - Oesophagus & Stomach","ALL STAGES","ALL MODALITIES",1489,1442,47,0.968435,0,0,0,0,5,1442,23,11,8,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Lung","ALL STAGES","ALL MODALITIES",4826,4584,242,0.949854,0,0,0,0,31,4584,129,60,22,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Upper Gastrointestinal - Hepatobiliary","ALL STAGES","ALL MODALITIES",1976,1879,97,0.95091,0,0,0,0,18,1879,40,21,18,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Urological - Prostate","ALL STAGES","ALL MODALITIES",8166,7467,699,0.914401,0,0,0,0,201,7467,147,185,166,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Skin","ALL STAGES","ALL MODALITIES",7807,6989,818,0.895222,0,0,0,0,161,6989,275,224,158,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Haematological - Other (a)","ALL STAGES","ALL MODALITIES",1793,1778,15,0.991634,0,0,0,0,2,1778,8,3,2,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Lower Gastrointestinal","ALL STAGES","ALL MODALITIES",5230,4871,359,0.931357,0,0,0,0,31,4871,157,109,62,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Head & Neck","ALL STAGES","ALL MODALITIES",2106,1941,165,0.921652,0,0,0,0,26,1941,70,45,24,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Breast","ALL STAGES","ALL MODALITIES",11794,10981,813,0.931066,0,0,0,0,122,10981,364,220,107,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Other (a)","ALL STAGES","ALL MODALITIES",1985,1901,84,0.957682,0,0,0,0,15,1901,28,24,17,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Head & Neck","Subsequent","ALL MODALITIES",1044,970,74,0.929118,0,0,0,0,17,970,26,19,12,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Haematological - Other (a)","Subsequent","ALL MODALITIES",849,842,7,0.991755,0,0,0,0,1,842,5,1,0,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Haematological - Lymphoma","Subsequent","ALL MODALITIES",815,776,39,0.952147,0,0,0,0,0,776,20,15,4,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Haematological - Other (a)","First Treatment","ALL MODALITIES",944,936,8,0.991525,0,0,0,0,1,936,3,2,2,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Gynaecological","Subsequent","ALL MODALITIES",1321,1238,83,0.937168,0,0,0,0,9,1238,36,27,11,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Lung","Subsequent","ALL MODALITIES",1672,1617,55,0.967105,0,0,0,0,6,1617,31,14,4,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Breast","First Treatment","ALL MODALITIES",4294,3992,302,0.929669,0,0,0,0,16,3992,174,87,25,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Gynaecological","First Treatment","ALL MODALITIES",1244,1143,101,0.91881,0,0,0,0,7,1143,43,34,17,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Upper Gastrointestinal - Hepatobiliary","First Treatment","ALL MODALITIES",1330,1283,47,0.964661,0,0,0,0,9,1283,17,14,7,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Skin","First Treatment","ALL MODALITIES",5697,5202,495,0.913112,0,0,0,0,71,5202,181,145,98,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Urological - Other (a)","Subsequent","ALL MODALITIES",1193,1097,96,0.91953,0,0,0,0,26,1097,27,26,17,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Urological - Other (a)","First Treatment","ALL MODALITIES",1744,1475,269,0.845756,0,0,0,0,68,1475,70,74,57,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Haematological - Lymphoma","First Treatment","ALL MODALITIES",953,943,10,0.989506,0,0,0,0,0,943,3,4,3,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Other (a)","First Treatment","ALL MODALITIES",974,930,44,0.954825,0,0,0,0,6,930,13,11,14,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Upper Gastrointestinal - Oesophagus & Stomach","Subsequent","ALL MODALITIES",628,604,24,0.961783,0,0,0,0,3,604,12,6,3,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Lower Gastrointestinal","Subsequent","ALL MODALITIES",2330,2193,137,0.941201,0,0,0,0,13,2193,65,38,21,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Skin","Subsequent","ALL MODALITIES",2110,1787,323,0.846919,0,0,0,0,90,1787,94,79,60,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Urological - Prostate","First Treatment","ALL MODALITIES",4004,3858,146,0.963536,0,0,0,0,42,3858,28,37,39,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Lung","First Treatment","ALL MODALITIES",3154,2967,187,0.94071,0,0,0,0,25,2967,98,46,18,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Breast","Subsequent","ALL MODALITIES",7500,6989,511,0.931866,0,0,0,0,106,6989,190,133,82,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Other (a)","Subsequent","ALL MODALITIES",1011,971,40,0.960435,0,0,0,0,9,971,15,13,3,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Head & Neck","First Treatment","ALL MODALITIES",1062,971,91,0.914312,0,0,0,0,9,971,44,26,12,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Urological - Prostate","Subsequent","ALL MODALITIES",4162,3609,553,0.867131,0,0,0,0,159,3609,119,148,127,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Lower Gastrointestinal","First Treatment","ALL MODALITIES",2900,2678,222,0.923448,0,0,0,0,18,2678,92,71,41,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Upper Gastrointestinal - Oesophagus & Stomach","First Treatment","ALL MODALITIES",861,838,23,0.973286,0,0,0,0,2,838,11,5,5,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","31D","Upper Gastrointestinal - Hepatobiliary","Subsequent","ALL MODALITIES",646,596,50,0.9226,0,0,0,0,9,596,23,7,11,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","ALL ROUTES","ALL MODALITIES",27071,18835,8236,0.695762,0,0,0,0,8236,8221,2163,3077,5374,2785,2016,1298,2137,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","ALL ROUTES","Surgery",14002,9850,4152,0.70347,0,0,0,0,4152,4045,1174,1682,2949,1424,988,672,1068,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","ALL ROUTES","Other",5507,4476,1031,0.812783,0,0,0,0,1031,2505,476,610,885,382,243,131,275,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","ALL ROUTES","Radiotherapy",1676,715,961,0.42661,0,0,0,0,961,204,65,121,325,233,237,157,334,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","ALL ROUTES","Anti-cancer drug regimen",5886,3794,2092,0.64458,0,0,0,0,2092,1467,448,664,1215,746,548,338,460,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Urgent Suspected Cancer","Anti-cancer drug regimen",3492,1938,1554,0.554982,0,0,0,0,1554,559,239,382,758,564,398,261,331,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Urgent Suspected Cancer","ALL MODALITIES",14986,9518,5468,0.635126,0,0,0,0,5468,3254,1268,1800,3196,1835,1341,877,1415,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Urgent Suspected Cancer","Surgery",8274,5594,2680,0.676093,0,0,0,0,2680,2092,730,1001,1771,874,634,432,740,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Urgent Suspected Cancer","Radiotherapy",722,198,524,0.274238,0,0,0,0,524,31,16,31,120,128,131,88,177,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Urgent Suspected Cancer","Other",2498,1788,710,0.715772,0,0,0,0,710,572,283,386,547,269,178,96,167,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Breast Symptomatic","ALL MODALITIES",115,71,44,0.617391,0,0,0,0,44,14,14,9,34,18,18,5,3,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Breast Symptomatic","Anti-cancer drug regimen",38,30,8,0.789473,0,0,0,0,8,8,4,3,15,6,1,1,0,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Breast Symptomatic","Radiotherapy",1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Breast Symptomatic","Other",2,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Breast Symptomatic","Surgery",74,38,36,0.513513,0,0,0,0,36,4,9,6,19,12,17,4,3,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Screening","Surgery",1711,1088,623,0.635885,0,0,0,0,623,101,128,277,582,271,166,97,89,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Screening","Other",52,24,28,0.461538,0,0,0,0,28,8,3,4,9,16,5,1,6,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Screening","Anti-cancer drug regimen",218,120,98,0.550458,0,0,0,0,98,21,21,22,56,40,28,13,17,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Screening","ALL MODALITIES",2094,1269,825,0.606017,0,0,0,0,825,131,154,312,672,341,225,123,136,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Screening","Radiotherapy",113,37,76,0.327433,0,0,0,0,76,1,2,9,25,14,26,12,24,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Consultant Upgrade","Other",2955,2662,293,0.900846,0,0,0,0,293,1923,190,220,329,97,60,34,102,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Consultant Upgrade","Radiotherapy",840,479,361,0.570238,0,0,0,0,361,172,46,81,180,91,80,57,133,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Consultant Upgrade","Anti-cancer drug regimen",2138,1706,432,0.797942,0,0,0,0,432,879,184,257,386,136,121,63,112,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Consultant Upgrade","ALL MODALITIES",9876,7977,1899,0.807715,0,0,0,0,1899,4822,727,956,1472,591,432,293,583,0,0,0,0
"Provider","Total","England","Total","62D","ALL CANCERS","Consultant Upgrade","Surgery",3943,3130,813,0.793811,0,0,0,0,813,1848,307,398,577,267,171,139,236,0,0,0,0
"Provider","Total","England","Total","62D","Lower Gastrointestinal","ALL ROUTES","ALL MODALITIES",2665,1563,1102,0.586491,0,0,0,0,1102,580,127,248,608,337,268,205,292,0,0,0,0
"Provider","Total","England","Total","62D","Head & Neck","ALL ROUTES","ALL MODALITIES",981,523,458,0.533129,0,0,0,0,458,126,66,99,232,171,119,70,98,0,0,0,0
"Provider","Total","England","Total","62D","Urological - Other (a)","ALL ROUTES","ALL MODALITIES",1636,1011,625,0.61797,0,0,0,0,625,435,127,184,265,150,139,100,236,0,0,0,0
"Provider","Total","England","Total","62D","Upper Gastrointestinal - Hepatobiliary","ALL ROUTES","ALL MODALITIES",1287,990,297,0.76923,0,0,0,0,297,645,85,103,157,83,65,46,103,0,0,0,0
"Provider","Total","England","Total","62D","Lung","ALL ROUTES","ALL MODALITIES",3018,1883,1135,0.623923,0,0,0,0,1135,874,160,273,576,345,258,180,352,0,0,0,0
"Provider","Total","England","Total","62D","Haematological - Other (a)","ALL ROUTES","ALL MODALITIES",792,711,81,0.897727,0,0,0,0,81,465,71,72,103,29,21,17,14,0,0,0,0
"Provider","Total","England","Total","62D","Urological - Prostate","ALL ROUTES","ALL MODALITIES",3840,2508,1332,0.653125,0,0,0,0,1332,1017,318,471,702,399,306,209,418,0,0,0,0
"Provider","Total","England","Total","62D","Skin","ALL ROUTES","ALL MODALITIES",4970,4362,608,0.877665,0,0,0,0,608,2475,606,605,676,229,152,101,126,0,0,0,0
"Provider","Total","England","Total","62D","Gynaecological","ALL ROUTES","ALL MODALITIES",1168,696,472,0.59589,0,0,0,0,472,188,58,146,304,164,131,77,100,0,0,0,0
"Provider","Total","England","Total","62D","Upper Gastrointestinal - Oesophagus & Stomach","ALL ROUTES","ALL MODALITIES",836,548,288,0.655502,0,0,0,0,288,215,73,94,166,109,74,44,61,0,0,0,0
"Provider","Total","England","Total","62D","Other (a)","ALL ROUTES","ALL MODALITIES",836,652,184,0.779904,0,0,0,0,184,423,62,66,101,52,46,26,60,0,0,0,0
"Provider","Total","England","Total","62D","Haematological - Lymphoma","ALL ROUTES","ALL MODALITIES",883,616,267,0.697621,0,0,0,0,267,289,67,106,154,93,62,34,78,0,0,0,0
"Provider","Total","England","Total","62D","Breast","ALL ROUTES","ALL MODALITIES",4159,2772,1387,0.666506,0,0,0,0,1387,489,343,610,1330,624,375,189,199,0,0,0,0
"Provider","Total","England","Total","62D","Upper Gastrointestinal - Hepatobiliary","Urgent Suspected Cancer","ALL MODALITIES",364,228,136,0.626373,0,0,0,0,136,109,30,32,57,38,29,25,44,0,0,0,0
"Provider","Total","England","Total","62D","Lung","Urgent Suspected Cancer","ALL MODALITIES",661,357,304,0.54009,0,0,0,0,304,124,38,61,134,89,73,45,97,0,0,0,0
"Provider","Total","England","Total","62D","Breast","Urgent Suspected Cancer","ALL MODALITIES",2220,1337,883,0.602252,0,0,0,0,883,207,145,271,714,378,237,125,143,0,0,0,0
"Provider","Total","England","Total","62D","Gynaecological","Urgent Suspected Cancer","ALL MODALITIES",735,350,385,0.47619,0,0,0,0,385,39,25,77,209,133,111,58,83,0,0,0,0
"Provider","Total","England","Total","62D","Skin","Urgent Suspected Cancer","ALL MODALITIES",3789,3285,504,0.866983,0,0,0,0,504,1703,505,513,564,195,125,83,101,0,0,0,0
"Provider","Total","England","Total","62D","Haematological - Other (a)","Urgent Suspected Cancer","ALL MODALITIES",279,228,51,0.817204,0,0,0,0,51,92,41,35,60,22,13,11,5,0,0,0,0
"Provider","Total","England","Total","62D","Lower Gastrointestinal","Urgent Suspected Cancer","ALL MODALITIES",1430,688,742,0.481118,0,0,0,0,742,123,66,135,364,224,168,148,202,0,0,0,0
"Provider","Total","England","Total","62D","Urological - Other (a)","Urgent Suspected Cancer","ALL MODALITIES",814,446,368,0.547911,0,0,0,0,368,157,69,98,122,87,72,67,142,0,0,0,0
"Provider","Total","England","Total","62D","Urological - Prostate","Urgent Suspected Cancer","ALL MODALITIES",2981,1776,1205,0.595773,0,0,0,0,1205,530,252,399,595,355,282,185,383,0,0,0,0
"Provider","Total","England","Total","62D","Upper Gastrointestinal - Oesophagus & Stomach","Urgent Suspected Cancer","ALL MODALITIES",452,235,217,0.519911,0,0,0,0,217,58,36,53,88,86,52,33,46,0,0,0,0
"Provider","Total","England","Total","62D","Haematological - Lymphoma","Urgent Suspected Cancer","ALL MODALITIES",365,182,183,0.49863,0,0,0,0,183,36,21,44,81,63,47,25,48,0,0,0,0
"Provider","Total","England","Total","62D","Head & Neck","Urgent Suspected Cancer","ALL MODALITIES",655,274,381,0.41832,0,0,0,0,381,30,25,57,162,137,104,57,83,0,0,0,0
"Provider","Total","England","Total","62D","Other (a)","Urgent Suspected Cancer","ALL MODALITIES",241,132,109,0.547717,0,0,0,0,109,46,15,25,46,28,28,15,38,0,0,0,0
"Provider","Total","England","Total","62D","Breast","Breast Symptomatic","ALL MODALITIES",110,68,42,0.618181,0,0,0,0,42,13,13,9,33,17,18,5,2,0,0,0,0
"Provider","Total","England","Total","62D","Other (a)","Breast Symptomatic","ALL MODALITIES",2,1,1,0.5,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
